No.,建屋,階,部屋名,部署,"分電盤
No.",分電盤名,"親分電盤
(あれば)","電力量計
あり/なし","ﾌﾞﾚｰｶ番号
(あれば)","電圧
200/100","相
3/1","ﾌﾞﾚｰｶ容量
A",負荷名,"ｹｰﾌﾞﾙ径
mm",備考,"電力量計
取付対象",線,型番,単価,必要CT数,小計,電力計,電力計単価,M5Stack,M5Stack単価
1079.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,132,100,1.0,30,不明,OFF,OFF,,2.0,,,,,,,,
1080.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
1081.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,34,電灯盤ML-B.C.D,ML-D,なし,,100,1.0,30,予備,なし,,,2.0,,,,,,,,
394.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,超音波洗浄機,5,,,3.0,,,,,,,,
395.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,100,なし,なし,OFF,,3.0,,,,,,,,
396.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,1.0,50,半自動印字機,5,,,2.0,,,,,,,,
397.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,ﾌﾞﾛｰﾄﾞﾋﾞｭｰﾚｰｻﾞｰﾏｰｷﾝｸﾞ,5,,,3.0,,,,,,,,
398.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,50,SKCﾚｰｻﾞｰ印字機,5,,,3.0,,,,,,,,
399.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,動力盤1M-1-1,1M-1,なし,,200,3.0,20,ﾊﾞﾌ研磨機,3,,,3.0,,,,,,,,
935.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB1,200,3.0,150,主幹,15,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
936.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB1,200,3.0,125,SAACKE開発機,12.5,,,3.0,,,,,,,,
937.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB2,200,3.0,15,ﾐｽﾄﾚｰｻｰ,3,,,3.0,,,,,,,,
938.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,動力盤A,SE-3 A盤,なし,MCCB3,200,1.0,20,自動消火ｼｽﾃﾑ,3,,,2.0,,,,,,,,
110.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,1,200,3.0,225,NV5000α#1,15,,,3.0,,,,,,,,
111.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,2,200,3.0,225,NV5000α#2,15,,,3.0,,,,,,,,
112.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,3,200,3.0,20,NV5000α#1,4,,,3.0,,,,,,,,
113.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,4,200,3.0,20,NV5000α#2,4,,,3.0,,,,,,,,
114.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,,200,3.0,50,なし,4,OFF,,3.0,,,,,,,,
115.0,3-3,1.0,ﾎﾙﾀﾞ加工室,ﾎﾙﾀﾞ,,動力盤B,M33-1H（左）,あり,,200,3.0,15,なし,なし,OFF,,3.0,,,,,,,,
116.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,250,なし,19,,,3.0,,,,,,,,
117.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,2,200,3.0,100,TSUNE切断機,11,,,3.0,,,,,,,,
118.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,50,なし,5,OFF,,3.0,,,,,,,,
119.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,20,なし,5,OFF,,3.0,,,,,,,,
120.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,動力盤C,M33-1H（左）,あり,,200,3.0,20,なし,4,OFF,,3.0,,,,,,,,
315.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,3.0,350,主幹,22,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
316.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,1.0,30,南側単相200Vｺﾝｾﾝﾄ,4.4,,,2.0,,,,,,,,
317.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,ﾎﾙﾀﾞ,,動力盤D,,なし,,200,3.0,30,動力ｺﾝｾﾝﾄ1,5.2,,,3.0,,,,,,,,
579.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,75,主幹,10,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
580.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,ﾗｯﾌﾟ,5,,,3.0,,,,,,,,
581.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,なし,なし,,,3.0,,,,,,,,
582.0,3-3,2.0,ﾗｯﾌﾟ室,CBN,9~13,動力分電盤,M33-2F 75Aより,なし,,200,3.0,30,なし,なし,,,3.0,,,,,,,,
776.0,3-3,4.0,機械室,,,熱源制御盤,,,,200,3.0,600,主幹？,25,,1.0,3.0,KM-NCT-600A,5200.0,2.0,10400.0,,,,
98.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,排気ﾌｧﾝ操作盤,M33-1W,あり,,200,3.0,10,排気ﾌｧﾝ,3,,,3.0,,,,,,,,
577.0,3-3,2.0,ろう付室,CBN,9~13,排熱ﾀﾞｸﾄ盤,M33-2F,なし,,200,3.0,20,なし,3×2本,未使用？,,3.0,,,,,,,,
845.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,,盤名なし,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,,200,3.0,150,ｿﾘｯﾄﾞ工具加工室空調,15,,,3.0,,,,,,,,
846.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,,盤名なし,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,,200,1.0,30,ｿﾘｯﾄﾞ工具加工室空調,3.5,,,2.0,,,,,,,,
