No.,建屋,階,部屋名,部署,"分電盤
No.",分電盤名,"親分電盤
(あれば)","電力量計
あり/なし","ﾌﾞﾚｰｶ番号
(あれば)","電圧
200/100","相
3/1","ﾌﾞﾚｰｶ容量
A",負荷名,"ｹｰﾌﾞﾙ径
mm",備考,"電力量計
取付対象",線,型番,単価,必要CT数,小計,電力計,電力計単価,M5Stack,M5Stack単価
701.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,15,空調機 AHU-1,3.2,OFF,,3.0,,,,,,,,
702.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,15,ﾌｧﾝｺｲﾙﾕﾆｯﾄ3号機,5,,,3.0,,,,,,,,
703.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,15,ﾄﾞﾗｲﾔｰ,3.2,,,3.0,,,,,,,,
704.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,75,ﾌﾞﾗｽﾄ装置用ｺﾝﾌﾟﾚｯｻ,なし,OFF,,3.0,,,,,,,,
705.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,20,HC洗浄機ﾁﾗｰ,なし,OFF,,3.0,,,,,,,,
706.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,30,ﾐｽﾄｺﾚｸﾀｰ1号機,なし,OFF,,3.0,,,,,,,,
707.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,30,なし,なし,OFF,,3.0,,,,,,,,
708.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,15,ﾌｧﾝｺｲﾙﾕﾆｯﾄ1号機,5,,,3.0,,,,,,,,
709.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,15,ﾌｧﾝｺｲﾙﾕﾆｯﾄ2号機,5,,,3.0,,,,,,,,
710.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,3.0,30,ﾐｽﾄﾚｰｻｰ操作盤,5,OFF,,3.0,,,,,,,,
711.0,3-3,3.0,再研磨MT室,,34,M33-31(NT),,あり,,200,1.0,20,自動制御用,3.2,,,2.0,,,,,,,,
726.0,3-3,3.0,ｿﾘｯﾄﾞ検査室/QA,,33,M33-3-1(再研),,あり,,200,3.0,30,天井巻き上げ,5,OFF,,3.0,,,,,,,,
727.0,3-3,3.0,ｿﾘｯﾄﾞ検査室/QA,,33,M33-3-1(再研),,あり,,200,3.0,30,天井巻き上げ,5,OFF,,3.0,,,,,,,,
728.0,3-3,3.0,ｿﾘｯﾄﾞ検査室/QA,,33,M33-3-1(再研),,あり,,200,3.0,20,空調室外機,なし,OFF,,3.0,,,,,,,,
729.0,3-3,3.0,ｿﾘｯﾄﾞ検査室/QA,,33,M33-3-1(再研),,あり,,200,3.0,20,空調室外機,なし,OFF,,3.0,,,,,,,,
645.0,3-3,3.0,廊下,,26,M33-3A,,あり,,200,3.0,30,主幹,3.2,,1.0,3.0,M-NCT-5A/50A,2880.0,2.0,5760.0,,,,
646.0,3-3,3.0,廊下,,26,M33-3A,,あり,,200,3.0,15,換気扇(北東未仕上げ室),3.2,停止,,3.0,,,,,,,,
647.0,3-3,3.0,廊下,,26,M33-3A,,あり,,200,3.0,15,換気扇(北西未仕上げ室),3.2,停止,,3.0,,,,,,,,
753.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,3.0,75,主幹,9.5,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
754.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,3.0,50,空調機(SDｿﾞｰﾝ),5,,,3.0,,,,,,,,
755.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,3.0,30,排気ﾌｧﾝ(ｽﾌﾟﾚｰﾄﾞﾗｲﾔ室),3.2,,,3.0,,,,,,,,
756.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,3.0,30,空調機(機械3F),3.2,,,3.0,,,,,,,,
757.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,3.0,15,換気扇(北東通路),3.2,,,3.0,,,,,,,,
758.0,3-3,3.0,機構廊下,,4,M33-3B,,あり,,200,1.0,20,CP電源,4,,,2.0,,,,,,,,
760.0,3-3,4.0,屋上,,28,M33-4D,,あり,MCB-M,200,3.0,150,主幹,12,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
761.0,3-3,4.0,屋上,,28,M33-4D,,あり,ELCB1,200,3.0,125,PAC-1空調機,10,,,3.0,,,,,,,,
762.0,3-3,4.0,屋上,,28,M33-4D,,あり,ELCB2,200,3.0,20,PAC-2空調機,4,OFF,,3.0,,,,,,,,
763.0,3-3,4.0,屋上,,28,M33-4D,,あり,ELCB3,200,3.0,20,PAC-3空調機,4,OFF,,3.0,,,,,,,,
764.0,3-3,4.0,屋上,,28,M33-4D,,あり,ELCB4,200,3.0,20,PAC-4空調機,4,OFF,,3.0,,,,,,,,
765.0,3-3,4.0,屋上,,28,M33-4D,,あり,,200,3.0,40,機械工具事務所空調室外機,5.6,,,3.0,,,,,,,,
899.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,1,200,3.0,400,主幹,25,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
900.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,1,200,3.0,20,SAACKE開発機ﾀﾝｸ電源,4,,,3.0,,,,,,,,
901.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,2,200,3.0,75,GAE-2,11,,,3.0,,,,,,,,
902.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,3,200,3.0,100,SDT-01,11,,,3.0,,,,,,,,
903.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,4,200,3.0,75,予備,なし,,,3.0,,,,,,,,
904.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,5,200,3.0,75,GAE-1,11,,,3.0,,,,,,,,
905.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,6,200,3.0,50,湿式ﾌﾞﾗｽﾄ,5.5,,,3.0,,,,,,,,
906.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,7,200,3.0,10,GAE-1ﾎﾟﾝﾌﾟ,3.5,,,3.0,,,,,,,,
907.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,8,200,3.0,10,SAC5-6ｵｲﾙｺﾝ電源,3,,,3.0,,,,,,,,
908.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,9,200,3.0,10,FAN,3,,,3.0,,,,,,,,
909.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,あり,10,200,3.0,100,空調室外機,12.5,,,3.0,,,,,,,,
910.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,あり,11,200,3.0,75,空調室内機北,5,,,3.0,,,,,,,,
911.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,あり,12,200,3.0,75,空調室内機南,5,,,3.0,,,,,,,,
912.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,13,200,3.0,20,148P4動力ｺﾝｾﾝﾄ,4,,,3.0,,,,,,,,
913.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,14,200,3.0,75,GAE-3,10.5,,,3.0,,,,,,,,
914.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,15,200,3.0,10,砥石成型機ﾐｽﾄﾚｰｻｰ,3.5,,,3.0,,,,,,,,
915.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,16,200,3.0,30,動力ｺﾝｾﾝﾄ ｼｷﾞﾔ3,3.5,,,3.0,,,,,,,,
916.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,17,200,3.0,20,屋外集塵機,4,,,3.0,,,,,,,,
917.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,18,200,3.0,20,屋外排気ﾌｧﾝ,4,,,3.0,,,,,,,,
918.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,,200,3.0,50,加工室天吊空調機室外機,9,,,3.0,,,,,,,,
919.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB01,なし,,200,1.0,15,加工室天吊空調機室内機,3,,,2.0,,,,,,,,
920.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,,200,3.0,20,洗浄機1,4.5,,,3.0,,,,,,,,
921.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,,200,3.0,20,洗浄機2,4.5,,,3.0,,,,,,,,
922.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,11,100/200,1.0,100,主幹,9,単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
923.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,11,200,1.0,15,照明,3,,,2.0,,,,,,,,
924.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,12,100,1.0,15,非常照明,3,,,2.0,,,,,,,,
925.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,13,100,1.0,15,ｺﾝｾﾝﾄ西,3,,,2.0,,,,,,,,
926.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,14,100,1.0,20,ｺﾝｾﾝﾄ北,3.5,,,2.0,,,,,,,,
927.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,15,100,1.0,20,ｺﾝｾﾝﾄ中,3.5,,,2.0,,,,,,,,
928.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,16,100,1.0,20,ｺﾝｾﾝﾄ東,3.5,,,2.0,,,,,,,,
929.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,17,100,1.0,20,ｺﾝｾﾝﾄ17,3.5,,,2.0,,,,,,,,
930.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,18,100,1.0,20,ｺﾝｾﾝﾄ18,3.5,,,2.0,,,,,,,,
931.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,19,100,1.0,20,空き,なし,,,2.0,,,,,,,,
932.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,20,100,1.0,20,空き,なし,,,2.0,,,,,,,,
933.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,21,100,1.0,20,空き,なし,,,2.0,,,,,,,,
934.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,10,ML-2,MCCB02,なし,22,100,1.0,20,空き,なし,,,2.0,,,,,,,,
874.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,225,主幹,15.5,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
875.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,125,SAACKE5変圧器,15,,,3.0,,,,,,,,
876.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,60,加工室2東側空調機(日立4台分),9,,,3.0,,,,,,,,
877.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,60,加工室2東側空調機(日立4台分),3,,,3.0,,,,,,,,
878.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,60,629XS用ｸｰﾗﾝﾄ装置制御盤,5.5,,,3.0,,,,,,,,
879.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,100,ﾌｨﾙﾀｰﾎﾟﾝﾌﾟﾕﾆｯﾄ,15,,,3.0,,,,,,,,
880.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,60,629XS用変圧器,9,,,3.0,,,,,,,,
881.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,1.0,30,SAACKEﾀﾝｸｼｮﾝﾎﾟﾝﾌﾟ自動消火ｼｽﾃﾑ,3,,,2.0,,,,,,,,
882.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,15,"SAACKE5,6ﾐｽﾄﾚｰｻ 中間ﾀﾝｸﾎﾟﾝﾌﾟ",3,,,3.0,,,,,,,,
883.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,3.0,15,"SAACKE5,6ﾐｽﾄﾚｰｻ 中間ﾀﾝｸﾎﾟﾝﾌﾟ",3,,,3.0,,,,,,,,
884.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100/200,1.0,125,主幹,10.5,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
885.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ1,3.5,,,2.0,,,,,,,,
886.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ2,3.5,,,2.0,,,,,,,,
887.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ3,3.5,,,2.0,,,,,,,,
888.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ4,3.5,,,2.0,,,,,,,,
889.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,誘導灯,3.5,,,2.0,,,,,,,,
890.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,非常灯,3.5,,,2.0,,,,,,,,
891.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ5,3.5,,,2.0,,,,,,,,
892.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,換気扇,3.5,,,2.0,,,,,,,,
893.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,1.0,20,照明,3.5,,,2.0,,,,,,,,
894.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,1.0,20,照明,3.5,,,2.0,,,,,,,,
895.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,1.0,20,照明,3.5,,,2.0,,,,,,,,
896.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,200,1.0,20,空き,3.5,,,2.0,,,,,,,,
897.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,9,ML-30,1-1D電気室,なし,,100,1.0,20,ｺﾝｾﾝﾄ6,3.5,,,2.0,,,,,,,,
759.0,3-3,4.0,KCCS事務所,,,ML33-4A,,あり,,100,1.0,100,工具事務所電灯分電盤,8,交流単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
578.0,3-3,2.0,空調機･梱包材室,CBN,9~13,PAC-1,,なし,,200,3.0,100,PAC-1空調機,12,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
965.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB-M,200,3.0,300,主幹,20,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
966.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB1,200,3.0,100,ﾘﾌﾛｰ炉,なし,,,3.0,,,,,,,,
967.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB2,200,3.0,75,架橋炉,なし,,,3.0,,,,,,,,
968.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,20,予備(不明),3.5,接続有だが負荷先不明,,3.0,,,,,,,,
969.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB4,200,1.0,30,ﾍﾘﾁｪｯｸﾌﾟﾗｽ電源,4,,,2.0,,,,,,,,
970.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB5,200,3.0,20,予備(不明),3.5,接続有だが負荷先不明,,3.0,,,,,,,,
971.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,1.0,15,ｿﾘｯﾄﾞ工具QA検査室空調室内機,3,,,2.0,,,,,,,,
972.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB7,200,3.0,30,局排ﾌｧﾝ,5,,,3.0,,,,,,,,
973.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,NFB8,200,3.0,30,洗浄機,4,,,3.0,,,,,,,,
974.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,1.0,60,RPJ2,5,,,2.0,,,,,,,,
975.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,60,LMK-DA,5,,,3.0,,,,,,,,
976.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,50,ｿﾘｯﾄﾞ工具QA検査室空調室外機,9,,,3.0,,,,,,,,
977.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,60,自動梱包機,9,,,3.0,,,,,,,,
978.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,50,ｿﾘｯﾄﾞ工具加工室3空調室外機,9,,,3.0,,,,,,,,
979.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,30,SE-3 A盤,,なし,,200,3.0,15,ｿﾘｯﾄﾞ工具加工室3空調室内機,3,,,3.0,,,,,,,,
955.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,NFB-M,200,3.0,300,主幹,22,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
956.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,150,SAACKE6号機変圧器盤,14,,,3.0,,,,,,,,
957.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,20,SAACKE6号機ﾐｽﾄﾚｰｻｰ,3,,,3.0,,,,,,,,
958.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,20,SAACKE6号機自動消火ｼｽﾃﾑ,3,,,3.0,,,,,,,,
959.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,あり,,200,3.0,100,HCﾜﾝｻｲｸﾙ真空洗浄機,9,,,3.0,,,,,,,,
960.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,50,,なし,,,3.0,,,,,,,,
961.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,20,SLD-10R,5,,,3.0,,,,,,,,
962.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,15,ｺﾝﾌﾟﾚｯｻｰ用給気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
963.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,なし,,200,3.0,15,ｺﾝﾌﾟﾚｯｻｰ用排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
964.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,29,SE-3 B盤,,あり,,200,3.0,150,22kWｺﾝﾌﾟﾚｯｻｰ,15,,,3.0,,,,,,,,
,3-3,2.0,CBN加工室,CBN,9~13,ﾀﾞｸﾄﾌｧﾝ操作盤,,,,200,3.0,600,主幹？,25,,1.0,3.0,KM-NCT-600A,5200.0,2.0,10400.0,,,,
564.0,3-3,2.0,CBN加工室,CBN,9~13,ﾀﾞｸﾄﾌｧﾝ操作盤,,なし,,200,3.0,15,No1,3,未使用?,,3.0,,,,,,,,
565.0,3-3,2.0,CBN加工室,CBN,9~13,ﾀﾞｸﾄﾌｧﾝ操作盤,,なし,,200,3.0,15,No2,3,未使用?,,3.0,,,,,,,,
566.0,3-3,2.0,CBN加工室,CBN,9~13,ﾀﾞｸﾄﾌｧﾝ操作盤,,なし,,200,3.0,10,No3,3,未使用?,,3.0,,,,,,,,
567.0,3-3,2.0,CBN加工室,CBN,9~13,ﾀﾞｸﾄﾌｧﾝ操作盤,,なし,,200,1.0,3,操作電源,3,未使用?,,2.0,,,,,,,,
132.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,ﾌｧﾝ制御盤,M33-1I,あり,ELB-1,200,3.0,20,給気ﾌｧﾝ(1),3.2,,,3.0,,,,,,,,
133.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,ﾌｧﾝ制御盤,M33-1I,あり,ELB-2,200,3.0,20,給気ﾌｧﾝ(2),3.2,,,3.0,,,,,,,,
134.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,ﾌｧﾝ制御盤,M33-1I,あり,ELB-1,200,3.0,20,排気ﾌｧﾝ(1),3.2,,,3.0,,,,,,,,
135.0,3-3,1.0,ﾎﾙﾀﾞ回転加工室,ﾎﾙﾀﾞ,,ﾌｧﾝ制御盤,M33-1I,あり,ELB-2,200,3.0,20,排気ﾌｧﾝ(2),3.2,,,3.0,,,,,,,,
99.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,ﾎﾙﾀﾞ測定室分電盤,M33-1W,あり,,200,3.0,50,なし,4,OFF,,3.0,,,,,,,,
100.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,ﾎﾙﾀﾞ測定室分電盤,M33-1W,あり,,200,1.0,30,なし,4,,,2.0,,,,,,,,
101.0,3-3,1.0,ﾎﾙﾀﾞ測定室,ﾎﾙﾀﾞ,,ﾎﾙﾀﾞ測定室分電盤,M33-1W,あり,,100,1.0,20,なし,3.5,,,2.0,,,,,,,,
1018.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,,100/200,1.0,100,主幹,13,単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
1019.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,北1,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1020.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,北2,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1021.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,北3,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1022.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,北4,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1023.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,南1,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1024.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,南2,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1025.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,南3,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1026.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,南4,100,1.0,20,OFF,OFF,,,2.0,,,,,,,,
1027.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,南5,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1028.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西1,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1029.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西2,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1030.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西3,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1031.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西4,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1032.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西5,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1033.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西6,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1034.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,西7,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
